act,data_editie,tip,titlu,categorie,partener,semnat,editie,suport_bugetar,link
HG272/2023,10.05.2023,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de grant dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind finanțarea proiectelor investiționale orientate spre dezvoltarea infrastructurii în domeniul managementul deșeurilor solide, în sumă de 5 600 000 euro, în vederea realizării proiectului „Deșeuri solide în Republica Moldova”, semnat la 30 martie 2023",Grant,BERD,30.03.2023,legis.md,,https://www.legis.md/cautare/getResults?doc_id=136874&lang=ro
DP914/2023,03.05.2023,Decret,Decret pentru inițierea negocierilor și aprobarea semnării Acordului de finanțare dintre Republica Moldova și Comisia Europeană privind Programul „UE pentru reziliență și guvernanță”,Grant,UE,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=136776&lang=ro
DP908/2023,27.04.2023,Decret,"Decret pentru inițierea negocierilor asupra proiectului Acordului de grant al Parteneriatului Global pentru Educație (Proiectul Îmbunătățirea Calității Educației) dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare, ca Agent de Grant al Parteneriatului Global pentru Educație",Grant,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=136743&lang=ro
DP907/2023,27.04.2023,Decret,"Decret pentru inițierea negocierilor asupra proiectului Acordului de grant al Fondului fiduciar cu donatori multipli al Parteneriatului pentru învățarea timpurie (ELP) (Proiectul Îmbunătățirea Calității Educației) dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare, în calitate de administrator al ELP",Grant,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=136742&lang=ro
HG254/2023,26.04.2023,Hotărâre,"Hotărâre cu privire la inițierea negocierilor asupra proiectului Acordului de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare privind realizarea proiectului „Investiții pentru guvernanță, creștere și reziliență în agricultură (AGGRI)”",Împrumut,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=136726&lang=ro
HG253/2023,26.04.2023,Hotărâre,Hotărâre cu privire la inițierea negocierilor asupra proiectului Acordului de împrumut (Proiect de îmbunătățire a calității educației) dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare și împuternicirea delegației oficiale pentru negocieri,Împrumut,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=136725&lang=ro
HG241/2023,26.04.2023,Hotărâre,Hotărâre cu privire la inițierea negocierilor asupra proiectului Protocolului financiar dintre Guvernul Republicii Moldova și Guvernul Republicii Franceze privind finanțarea proiectului de modernizare a infrastructurii feroviare Chișinău – Ungheni și împuternicirea delegației oficiale pentru negocierea acestuia,Asistență financiară,Franța,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=136710&lang=ro
DP895/2023,18.04.2023,Decret,"Decret privind inițierea negocierilor asupra proiectului Acordului de grant Fondul fiduciar multidonator pentru cofinanțarea Programului „Moldova, măsuri în situație de urgență, reziliență și competitivitate. Operațiunea de politici de dezvoltare 2” dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare și Asociația Internațională pentru Dezvoltare",Grant,BIRD / AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=136610&lang=ro
HG202/2023,12.04.2023,Hotărâre,"Hotărâre cu privire la inițierea negocierilor asupra proiectului Acordului de finanțare dintre Republica Moldova și Banca Internațională pentru Reconstrucție şi Dezvoltare în vederea realizării Programului „Moldova, măsuri în situație de urgență, reziliență și competitivitate. Operațiunea de politici de dezvoltare 2”",Împrumut,BIRD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=136454&lang=ro
HG176/2023,29.03.2023,Hotărâre,Hotărâre privind inițierea negocierilor și aprobarea semnării Memorandumului de înţelegere dintre Ministerul Sănătăţii al Republicii Moldova şi Agenţia Elveţiană pentru Dezvoltare şi Cooperare cu privire la a treia fază a Proiectului „Suport pentru reforma serviciilor de sănătate mintală în Republica Moldova (MENSANA)”,Asistență tehnică,Elveția,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=136199&lang=ro
DP869/2023,24.03.2023,Decret,"Decret pentru inițierea negocierilor și aprobarea semnării Acordului de grant dintre Republica Moldova și Banca Europeană pentru Reconstrucții și Dezvoltare privind finanțarea proiectelor investiționale orientate spre dezvoltarea infrastructurii în domeniul managementul deșeurilor solide, în sumă de 5 600 000 EUR, în vederea realizării Proiectului „Deșeuri solide în Republica Moldova”",Grant,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=136150&lang=ro
DP865/2023,23.03.2023,Decret,Decret privind promulgarea Legii pentru ratificarea Amendamentului nr.1 la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare privind Proiectul „Răspuns de urgență la COVID-19 – finanțare adițională”,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=136146&lang=ro
DP864/2023,23.03.2023,Decret,Decret privind promulgarea Legii pentru ratificarea Amendamentului nr.1 la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare privind implementarea Proiectului „Răspuns de urgență la COVID-19”,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=136144&lang=ro
LP56/2023,16.03.2023,Lege,Lege pentru ratificarea Amendamentului nr. 1 la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare privind Proiectul „Răspuns de urgență la COVID-19 – finanțare adițională”,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=136147&lang=ro
LP55/2023,16.03.2023,Lege,Lege pentru ratificarea Amendamentului nr.1 la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare privind implementarea Proiectului „Răspuns de urgență la COVID-19”,Împrumut,AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=136145&lang=ro
HG64/2023,17.02.2023,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Amendamentului nr. 1 la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare privind Proiectul „Răspuns de urgență la COVID-19 – finanțare adițională”, semnat la 22 decembrie 2022",Împrumut,AID,22.12.2022,legis.md,,https://www.legis.md/cautare/getResults?doc_id=135645&lang=ro
HG63/2023,17.02.2023,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Amendamentului nr. 1 la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare privind implementarea Proiectului „Răspuns de urgență la COVID-19”, semnat la 22 decembrie 2022",Împrumut,AID,22.12.2022,legis.md,,https://www.legis.md/cautare/getResults?doc_id=135644&lang=ro
DP836/2023,16.02.2023,Decret,Decret privind promulgarea Legii pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare în vederea realizării Proiectului „Deșeuri solide în Republica Moldova”,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=135635&lang=ro
LP14/2023,02.02.2023,Lege,Lege pentru ratificarea Acordului de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare în vederea realizării Proiectului „Deșeuri solide în Republica Moldova”,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=135636&lang=ro
HG44/2023,01.02.2023,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de împrumut dintre Republica Moldova şi Banca Europeană pentru Reconstrucție și Dezvoltare în vederea realizării proiectului „Deșeuri solide în Republica Moldova”, în sumă de 25 milioane de euro, semnat la Chișinău la 4 ianuarie 2023",Împrumut,BERD,04.01.2023,legis.md,,https://www.legis.md/cautare/getResults?doc_id=135386&lang=ro
DP785/2023,10.01.2023,Decret,Decret privind promulgarea Legii pentru modificarea articolului 4 din Legea nr. 89/2022 pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru realizarea Proiectului „Eficiența energetică în Republica Moldova”,Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=134953&lang=ro
DP782/2023,10.01.2023,Decret,Decret privind promulgarea Legii pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru suplinirea și realizarea în continuare a proiectului „Moldova drumuri III”,Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=134947&lang=ro
LP377/2022,29.12.2022,Lege,Lege pentru modificarea articolului 4 din Legea nr. 89/2022 pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru realizarea Proiectului „Eficiența energetică în Republica Moldova”,Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=134954&lang=ro
LP362/2022,29.12.2022,Lege,Lege pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru suplinirea și realizarea în continuare a proiectului „Moldova drumuri III”,Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=134948&lang=ro
HG968/2022,28.12.2022,Hotărâre,Hotărâre cu privire la aprobarea Avizului la proiectul de lege pentru modificarea articolului 4 din Legea nr. 89/2022 pentru ratificarea Contractului de finanțare dintre Republica Moldova și Banca Europeană de Investiții pentru realizarea Proiectului „Eficiența energetică în Republica Moldova”,Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=134779&lang=ro
LP349/2022,22.12.2022,Lege,"Lege pentru ratificarea Acordului de grant „Fondul fiduciar multidonator pentru cofinanțarea Programului «Moldova, măsuri în situație de urgență, reziliență și competitivitate. Operațiunea de politici de dezvoltare»” dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare și Asociația Internațională pentru Dezvoltare",Grant,BIRD / AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=134714&lang=ro
DP754/2022,22.12.2022,Decret,"Decret cu privire la promulgarea Legii pentru ratificarea Acordului de grant „Fondul fiduciar multidonator pentru cofinanțarea Programului «Moldova, măsuri în situație de urgență, reziliență și competitivitate. Operațiunea de politici de dezvoltare»” dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare și Asociația Internațională pentru Dezvoltare",Grant,BIRD / AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=134713&lang=ro
HG908/2022,21.12.2022,Hotărâre,Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Contractului de finanțare dintre Republica Moldova şi Banca Europeană de Investiții pentru suplinirea și realizarea în continuare a proiectului „Moldova drumuri III”,Împrumut,BEI,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=134622&lang=ro
DP747/2022,21.12.2022,Decret,"Decret cu privire la promulgarea Legii pentru ratificarea Amendamentului nr. 3, întocmit prin schimb de scrisori, la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare și Amendamentului nr. 3, întocmit prin schimb de scrisori, la Acordul de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Proiectului de modernizare a administrării fiscale (TAMP)",Împrumut,BIRD / AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=134703&lang=ro
LP346/2022,15.12.2022,Lege,"Lege pentru ratificarea Amendamentului nr. 3, întocmit prin schimb de scrisori, la Acordul de finanțare dintre Republica Moldova și Asociația Internațională pentru Dezvoltare și Amendamentului nr. 3, întocmit prin schimb de scrisori, la Acordul de împrumut dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare în vederea realizării Proiectului de modernizare a administrării fiscale (TAMP)",Împrumut,BIRD / AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=134705&lang=ro
HG863/2022,14.12.2022,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Acordului de grant Fondul fiduciar multidonator pentru cofinanțarea Programului „Moldova, măsuri în situație de urgență, reziliență și competitivitate. Operațiunea de politici de dezvoltare” dintre Republica Moldova și Banca Internațională pentru Reconstrucție și Dezvoltare și Asociația Internațională pentru Dezvoltare, semnat la 9 decembrie 2022",Grant,BIRD / AID,09.12.2022,legis.md,,https://www.legis.md/cautare/getResults?doc_id=134489&lang=ro
DP731/2022,13.12.2022,Decret,Decret cu privire la promulgarea Legii pentru ratificarea Acordului de modificare nr. 3 la Acordul de împrumut dintre Republica Moldova și Banca Europeană pentru Reconstrucție și Dezvoltare privind realizarea lucrărilor de construcție și reabilitare a drumurilor în Republica Moldova,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=134528&lang=ro
LP333/2022,08.12.2022,Lege,Lege pentru ratificarea Acordului de modificare nr. 3 la Acordul de împrumut dintre Republica Moldova şi Banca Europeană pentru Reconstrucție şi Dezvoltare privind realizarea lucrărilor de construcție şi reabilitare a drumurilor în Republica Moldova,Împrumut,BERD,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=134529&lang=ro
HG843/2022,07.12.2022,Hotărâre,"Hotărâre cu privire la aprobarea proiectului de lege pentru ratificarea Amendamentului nr. 3, prin schimb de scrisori, la Acordul de finanţare dintre Republica Moldova şi Asociaţia Internaţională pentru Dezvoltare şi Amendamentului nr. 3, prin schimb de scrisori, la Acordul de împrumut dintre Republica Moldova şi Banca Internaţională pentru Reconstrucţie şi Dezvoltare în vederea realizării Proiectului de modernizare a administrării fiscale (TAMP), semnate la Chișinău la 28 iunie 2016",Împrumut,BIRD / AID,,legis.md,,https://www.legis.md/cautare/getResults?doc_id=134421&lang=ro
